role,player_name,assigned_position,positions,team,price,avg_points,predicted_points
Starting,"Brailey, Blayke",HOK,HOK,SHA,672200.0,1.5977427959442139,80.13492584228516
Starting,"Ford, Jackson",FRF,FRF,NZL,669800.0,2.43906569480896,102.3725814819336
Starting,"Carrigan, Patrick",FRF,2RF|FRF,BRO,636600.0,1.2191474437713623,69.2624282836914
Starting,"Chan, Joe",2RF,2RF,MEL,444100.0,2.102536678314209,90.65762329101562
Starting,"Tuilagi, Kelma",2RF,2RF,PAR,515900.0,2.018404245376587,88.473876953125
Starting,"Lisati, Ativalu",2RF,2RF,MEL,269400.0,1.8501396179199219,87.01888275146484
Starting,"Campbell, Jayden",HFB,HFB,GCT,711400.0,2.43906569480896,98.32720184326172
Starting,"Trindall, Braydon",5/8,5/8,SHA,484900.0,1.4294781684875488,74.18932342529297
Starting,"Jenkins, Thomas",CTW,CTW,PTH,697100.0,2.77559494972229,110.43668365478516
Starting,"Mitchell, Latrell",CTW,CTW,STH,679100.0,2.102536678314209,94.36280059814453
Starting,"Smith, Billy",CTW,CTW,SYD,512000.0,1.766007423400879,83.1935806274414
Starting,"Sasagi, Simi",CTW,2RF|CTW,CBR,463600.0,1.2612135410308838,69.65912628173828
Starting,"Faalogo, Sua",FLB,FLB,MEL,661400.0,3.280388832092285,122.6911392211914
Bench,"Cook, Damien",HOK,HOK,STG,559600.0,1.3032797574996948,71.72508239746094
Bench,"Papalii, Isaiah",FRF,2RF|FRF,PTH,597600.0,1.2612135410308838,67.89900970458984
Bench,"Hau, Arama",FRF,2RF|FRF,GCT,315700.0,0.7984859347343445,57.74921417236328
Bench,"Riki, Jordan",2RF,2RF,BRO,585300.0,1.5136104822158813,80.19526672363281
Flex,"Boyd, Tanah",FLEX,HFB,NZL,698300.0,3.11212420463562,115.1882553100586
Reserve,"Gamble, Tyson",HFB,5/8|HFB,NEW,281600.0,1.1350151300430298,67.55260467529297
Reserve,"Laulilii, Luke",CTW,CTW,WST,246400.0,1.1350151300430298,67.31722259521484
Reserve,"Makasini, Heamasi",CTW,CTW,WST,235600.0,0.7564197778701782,54.83580780029297
Reserve,"Going, Kalani",2RF,2RF|HOK,PTH,201400.0,-0.9682922959327698,14.07636833190918
Reserve,"Glover, Jonah",5/8,HFB|5/8,STH,201400.0,-1.6413507461547852,6.771399021148682
Reserve,"Pasikala, Motu",FLB,FLB|CTW,NZL,201400.0,-1.6413507461547852,4.475837230682373
Reserve,"Ramsey, Cody",CTW,CTW|FLB,SYD,201400.0,-1.6413507461547852,4.3921709060668945
Reserve,"Martin, Myles",2RF,FRF|2RF,CBR,201400.0,-1.6413507461547852,3.874147415161133
