round,player_name,team,positions,predicted_points,price,on_bye,injured,available,in_scoring_18
20,"Taumoepeau, Jensen",GCT,CTW,50.264190673828125,201400.0,False,False,True,False
20,"Gabrael, Michael",SHA,CTW,50.264190673828125,201400.0,False,False,True,True
20,"Walsh, James",NQC,2RF|CTW,42.78969955444336,201400.0,False,False,True,False
20,"Glover, Jonah",STH,HFB|5/8,42.7056770324707,201400.0,False,False,True,False
20,"Siegwalt, Latrell",STH,HFB|FLB,42.7056770324707,201400.0,False,False,True,True
20,"Going, Kalani",PTH,2RF|HOK,41.152339935302734,201400.0,False,False,True,False
20,"Walsh, Reece",BRO,FLB,83.55004119873047,835600.0,False,False,True,True
20,"Munster, Cameron",MEL,5/8,66.00686645507812,682200.0,False,False,True,True
20,"Couchman, Toby",STG,2RF|FRF,60.246707916259766,588300.0,False,False,True,True
20,"Young, Hudson",CBR,2RF,75.87303161621094,754000.0,False,False,True,True
20,"Fonua-Blake, Addin",SHA,FRF,65.89472961425781,638900.0,False,False,True,True
21,"Brailey, Blayke",SHA,HOK,68.17389678955078,654400.0,False,False,True,True
21,"May, Terrell",WST,FRF,83.52477264404297,811300.0,False,False,True,True
21,"Carrigan, Patrick",BRO,2RF|FRF,63.623435974121094,636900.0,False,False,True,True
21,"Clark, Erin",NZL,2RF,71.59261322021484,671900.0,False,False,True,True
21,"Yeo, Isaah",PTH,2RF,64.09701538085938,610100.0,False,False,True,True
21,"Farnworth, Herbie",DOL,CTW,83.04454803466797,825600.0,True,False,False,False
21,"Pasikala, Motu",NZL,FLB|CTW,57.83212661743164,201400.0,False,False,True,True
21,"Hoeter, Delouise",BRO,CTW,50.82990900675456,235600.0,False,False,True,True
21,"Waitere, Manaia",MEL,CTW,48.92462921142578,235600.0,False,False,True,False
21,"Fineanganofo, John",DOL,5/8|HOK,47.21959686279297,201400.0,True,False,False,False
21,"Williams, Jack",PAR,2RF|FRF,61.86106491088867,610000.0,False,False,True,True
21,"Papalii, Isaiah",PTH,2RF|FRF,59.12418746948242,579900.0,False,False,True,True
21,"Fuller, Trai",DOL,FLB,77.93945668538412,559400.0,True,False,False,False
21,"Bassingthwaite, Rex",SYD,FLB,57.83212661743164,201400.0,False,False,True,False
21,"Faeamani, Siale",GCT,CTW,50.264190673828125,201400.0,False,False,True,False
21,"Taumoepeau, Jensen",GCT,CTW,50.264190673828125,201400.0,False,False,True,True
21,"Gabrael, Michael",SHA,CTW,50.264190673828125,201400.0,False,False,True,True
21,"Walsh, James",NQC,2RF|CTW,42.78969955444336,201400.0,False,False,True,False
21,"Glover, Jonah",STH,HFB|5/8,42.7056770324707,201400.0,False,False,True,False
21,"Siegwalt, Latrell",STH,HFB|FLB,42.7056770324707,201400.0,False,False,True,True
21,"Going, Kalani",PTH,2RF|HOK,41.152339935302734,201400.0,False,False,True,True
21,"Walsh, Reece",BRO,FLB,83.55004119873047,835600.0,False,False,True,True
21,"Munster, Cameron",MEL,5/8,66.00686645507812,682200.0,False,False,True,True
21,"Couchman, Toby",STG,2RF|FRF,60.246707916259766,588300.0,False,False,True,True
21,"Young, Hudson",CBR,2RF,75.87303161621094,754000.0,False,False,True,True
21,"Fonua-Blake, Addin",SHA,FRF,65.89472961425781,638900.0,False,False,True,True
22,"Brailey, Blayke",SHA,HOK,68.17389678955078,654400.0,False,False,True,True
22,"May, Terrell",WST,FRF,83.52477264404297,811300.0,False,False,True,True
22,"Carrigan, Patrick",BRO,2RF|FRF,63.623435974121094,636900.0,False,False,True,True
22,"Clark, Erin",NZL,2RF,71.59261322021484,671900.0,False,False,True,True
22,"Yeo, Isaah",PTH,2RF,64.09701538085938,610100.0,False,False,True,True
22,"Farnworth, Herbie",DOL,CTW,83.04454803466797,825600.0,False,False,True,True
22,"Pasikala, Motu",NZL,FLB|CTW,57.83212661743164,201400.0,False,False,True,True
22,"Hoeter, Delouise",BRO,CTW,50.82990900675456,235600.0,False,False,True,True
22,"Waitere, Manaia",MEL,CTW,48.92462921142578,235600.0,False,False,True,False
22,"Fineanganofo, John",DOL,5/8|HOK,47.21959686279297,201400.0,False,False,True,True
22,"Williams, Jack",PAR,2RF|FRF,61.86106491088867,610000.0,False,False,True,True
22,"Papalii, Isaiah",PTH,2RF|FRF,59.12418746948242,579900.0,False,False,True,False
22,"Fuller, Trai",DOL,FLB,77.93945668538412,559400.0,False,False,True,True
22,"Bassingthwaite, Rex",SYD,FLB,57.83212661743164,201400.0,False,False,True,False
22,"Faeamani, Siale",GCT,CTW,50.264190673828125,201400.0,False,False,True,True
22,"Taumoepeau, Jensen",GCT,CTW,50.264190673828125,201400.0,False,False,True,False
22,"Gabrael, Michael",SHA,CTW,50.264190673828125,201400.0,False,False,True,False
22,"Walsh, James",NQC,2RF|CTW,42.78969955444336,201400.0,False,False,True,False
22,"Glover, Jonah",STH,HFB|5/8,42.7056770324707,201400.0,False,False,True,False
22,"Siegwalt, Latrell",STH,HFB|FLB,42.7056770324707,201400.0,False,False,True,True
22,"Going, Kalani",PTH,2RF|HOK,41.152339935302734,201400.0,False,False,True,False
22,"Walsh, Reece",BRO,FLB,83.55004119873047,835600.0,False,False,True,True
22,"Munster, Cameron",MEL,5/8,66.00686645507812,682200.0,False,False,True,True
22,"Couchman, Toby",STG,2RF|FRF,60.246707916259766,588300.0,False,False,True,True
22,"Young, Hudson",CBR,2RF,75.87303161621094,754000.0,False,False,True,True
22,"Fonua-Blake, Addin",SHA,FRF,65.89472961425781,638900.0,False,False,True,True
23,"Brailey, Blayke",SHA,HOK,68.17389678955078,654400.0,False,False,True,True
23,"May, Terrell",WST,FRF,83.52477264404297,811300.0,True,False,False,False
23,"Carrigan, Patrick",BRO,2RF|FRF,63.623435974121094,636900.0,False,False,True,True
23,"Clark, Erin",NZL,2RF,71.59261322021484,671900.0,False,False,True,True
23,"Yeo, Isaah",PTH,2RF,64.09701538085938,610100.0,False,False,True,True
23,"Farnworth, Herbie",DOL,CTW,83.04454803466797,825600.0,False,False,True,True
23,"Pasikala, Motu",NZL,FLB|CTW,57.83212661743164,201400.0,False,False,True,True
23,"Hoeter, Delouise",BRO,CTW,50.82990900675456,235600.0,False,False,True,True
23,"Waitere, Manaia",MEL,CTW,48.92462921142578,235600.0,False,False,True,False
23,"Fineanganofo, John",DOL,5/8|HOK,47.21959686279297,201400.0,False,False,True,True
23,"Williams, Jack",PAR,2RF|FRF,61.86106491088867,610000.0,False,False,True,True
23,"Papalii, Isaiah",PTH,2RF|FRF,59.12418746948242,579900.0,False,False,True,True
23,"Fuller, Trai",DOL,FLB,77.93945668538412,559400.0,False,False,True,True
23,"Bassingthwaite, Rex",SYD,FLB,57.83212661743164,201400.0,False,False,True,False
23,"Faeamani, Siale",GCT,CTW,50.264190673828125,201400.0,False,False,True,False
23,"Taumoepeau, Jensen",GCT,CTW,50.264190673828125,201400.0,False,False,True,False
23,"Gabrael, Michael",SHA,CTW,50.264190673828125,201400.0,False,False,True,True
23,"Walsh, James",NQC,2RF|CTW,42.78969955444336,201400.0,False,False,True,False
23,"Glover, Jonah",STH,HFB|5/8,42.7056770324707,201400.0,False,False,True,True
23,"Siegwalt, Latrell",STH,HFB|FLB,42.7056770324707,201400.0,False,False,True,False
23,"Going, Kalani",PTH,2RF|HOK,41.152339935302734,201400.0,False,False,True,False
23,"Walsh, Reece",BRO,FLB,83.55004119873047,835600.0,False,False,True,True
23,"Couchman, Toby",STG,2RF|FRF,60.246707916259766,588300.0,False,False,True,True
23,"Young, Hudson",CBR,2RF,75.87303161621094,754000.0,False,False,True,True
23,"Fonua-Blake, Addin",SHA,FRF,65.89472961425781,638900.0,False,False,True,True
23,"Fogarty, Jamal",MNL,HFB,69.34940338134766,667200.0,False,False,True,True
24,"Brailey, Blayke",SHA,HOK,68.17389678955078,654400.0,False,False,True,True
24,"May, Terrell",WST,FRF,83.52477264404297,811300.0,False,False,True,True
24,"Carrigan, Patrick",BRO,2RF|FRF,63.623435974121094,636900.0,False,False,True,True
24,"Clark, Erin",NZL,2RF,71.59261322021484,671900.0,False,False,True,True
24,"Yeo, Isaah",PTH,2RF,64.09701538085938,610100.0,False,False,True,True
24,"Farnworth, Herbie",DOL,CTW,83.04454803466797,825600.0,False,False,True,True
24,"Pasikala, Motu",NZL,FLB|CTW,57.83212661743164,201400.0,False,False,True,True
24,"Hoeter, Delouise",BRO,CTW,50.82990900675456,235600.0,False,False,True,True
24,"Waitere, Manaia",MEL,CTW,48.92462921142578,235600.0,True,False,False,False
24,"Fineanganofo, John",DOL,5/8|HOK,47.21959686279297,201400.0,False,False,True,True
24,"Williams, Jack",PAR,2RF|FRF,61.86106491088867,610000.0,False,False,True,True
24,"Papalii, Isaiah",PTH,2RF|FRF,59.12418746948242,579900.0,False,False,True,False
24,"Fuller, Trai",DOL,FLB,77.93945668538412,559400.0,False,False,True,True
24,"Bassingthwaite, Rex",SYD,FLB,57.83212661743164,201400.0,False,False,True,False
24,"Faeamani, Siale",GCT,CTW,50.264190673828125,201400.0,False,False,True,True
24,"Taumoepeau, Jensen",GCT,CTW,50.264190673828125,201400.0,False,False,True,False
24,"Gabrael, Michael",SHA,CTW,50.264190673828125,201400.0,False,False,True,False
24,"Walsh, James",NQC,2RF|CTW,42.78969955444336,201400.0,False,False,True,False
24,"Glover, Jonah",STH,HFB|5/8,42.7056770324707,201400.0,False,False,True,True
24,"Siegwalt, Latrell",STH,HFB|FLB,42.7056770324707,201400.0,False,False,True,False
24,"Going, Kalani",PTH,2RF|HOK,41.152339935302734,201400.0,False,False,True,False
24,"Walsh, Reece",BRO,FLB,83.55004119873047,835600.0,False,False,True,True
24,"Couchman, Toby",STG,2RF|FRF,60.246707916259766,588300.0,False,False,True,True
24,"Young, Hudson",CBR,2RF,75.87303161621094,754000.0,False,False,True,True
24,"Fonua-Blake, Addin",SHA,FRF,65.89472961425781,638900.0,False,False,True,True
24,"Fogarty, Jamal",MNL,HFB,69.34940338134766,667200.0,False,False,True,True
25,"Brailey, Blayke",SHA,HOK,68.17389678955078,654400.0,False,False,True,True
25,"May, Terrell",WST,FRF,83.52477264404297,811300.0,False,False,True,True
25,"Carrigan, Patrick",BRO,2RF|FRF,63.623435974121094,636900.0,False,False,True,True
25,"Clark, Erin",NZL,2RF,71.59261322021484,671900.0,False,False,True,True
25,"Yeo, Isaah",PTH,2RF,64.09701538085938,610100.0,False,False,True,True
25,"Farnworth, Herbie",DOL,CTW,83.04454803466797,825600.0,False,False,True,True
25,"Pasikala, Motu",NZL,FLB|CTW,57.83212661743164,201400.0,False,False,True,True
25,"Hoeter, Delouise",BRO,CTW,50.82990900675456,235600.0,False,False,True,True
25,"Waitere, Manaia",MEL,CTW,48.92462921142578,235600.0,False,False,True,False
25,"Fineanganofo, John",DOL,5/8|HOK,47.21959686279297,201400.0,False,False,True,True
25,"Williams, Jack",PAR,2RF|FRF,61.86106491088867,610000.0,False,False,True,True
25,"Papalii, Isaiah",PTH,2RF|FRF,59.12418746948242,579900.0,False,False,True,False
25,"Fuller, Trai",DOL,FLB,77.93945668538412,559400.0,False,False,True,True
25,"Bassingthwaite, Rex",SYD,FLB,57.83212661743164,201400.0,False,False,True,False
25,"Faeamani, Siale",GCT,CTW,50.264190673828125,201400.0,False,False,True,False
25,"Taumoepeau, Jensen",GCT,CTW,50.264190673828125,201400.0,False,False,True,False
25,"Gabrael, Michael",SHA,CTW,50.264190673828125,201400.0,False,False,True,True
25,"Walsh, James",NQC,2RF|CTW,42.78969955444336,201400.0,True,False,False,False
25,"Glover, Jonah",STH,HFB|5/8,42.7056770324707,201400.0,False,False,True,True
25,"Siegwalt, Latrell",STH,HFB|FLB,42.7056770324707,201400.0,False,False,True,False
25,"Going, Kalani",PTH,2RF|HOK,41.152339935302734,201400.0,False,False,True,False
25,"Walsh, Reece",BRO,FLB,83.55004119873047,835600.0,False,False,True,True
25,"Couchman, Toby",STG,2RF|FRF,60.246707916259766,588300.0,False,False,True,True
25,"Young, Hudson",CBR,2RF,75.87303161621094,754000.0,False,False,True,True
25,"Fonua-Blake, Addin",SHA,FRF,65.89472961425781,638900.0,False,False,True,True
25,"Fogarty, Jamal",MNL,HFB,69.34940338134766,667200.0,False,False,True,True
26,"Brailey, Blayke",SHA,HOK,68.17389678955078,654400.0,False,False,True,True
26,"May, Terrell",WST,FRF,83.52477264404297,811300.0,False,False,True,True
26,"Carrigan, Patrick",BRO,2RF|FRF,63.623435974121094,636900.0,False,False,True,True
26,"Clark, Erin",NZL,2RF,71.59261322021484,671900.0,False,False,True,True
26,"Yeo, Isaah",PTH,2RF,64.09701538085938,610100.0,False,False,True,True
26,"Farnworth, Herbie",DOL,CTW,83.04454803466797,825600.0,False,False,True,True
26,"Pasikala, Motu",NZL,FLB|CTW,57.83212661743164,201400.0,False,False,True,True
26,"Hoeter, Delouise",BRO,CTW,50.82990900675456,235600.0,False,False,True,True
26,"Waitere, Manaia",MEL,CTW,48.92462921142578,235600.0,False,False,True,False
26,"Fineanganofo, John",DOL,5/8|HOK,47.21959686279297,201400.0,False,False,True,True
26,"Williams, Jack",PAR,2RF|FRF,61.86106491088867,610000.0,False,False,True,True
26,"Papalii, Isaiah",PTH,2RF|FRF,59.12418746948242,579900.0,False,False,True,True
26,"Fuller, Trai",DOL,FLB,77.93945668538412,559400.0,False,False,True,True
26,"Bassingthwaite, Rex",SYD,FLB,57.83212661743164,201400.0,False,False,True,False
26,"Faeamani, Siale",GCT,CTW,50.264190673828125,201400.0,False,False,True,False
26,"Taumoepeau, Jensen",GCT,CTW,50.264190673828125,201400.0,False,False,True,False
26,"Gabrael, Michael",SHA,CTW,50.264190673828125,201400.0,False,False,True,True
26,"Walsh, James",NQC,2RF|CTW,42.78969955444336,201400.0,False,False,True,False
26,"Glover, Jonah",STH,HFB|5/8,42.7056770324707,201400.0,False,False,True,True
26,"Siegwalt, Latrell",STH,HFB|FLB,42.7056770324707,201400.0,False,False,True,False
26,"Going, Kalani",PTH,2RF|HOK,41.152339935302734,201400.0,False,False,True,False
26,"Walsh, Reece",BRO,FLB,83.55004119873047,835600.0,False,False,True,True
26,"Couchman, Toby",STG,2RF|FRF,60.246707916259766,588300.0,False,False,True,True
26,"Young, Hudson",CBR,2RF,75.87303161621094,754000.0,True,False,False,False
26,"Fonua-Blake, Addin",SHA,FRF,65.89472961425781,638900.0,False,False,True,True
26,"Fogarty, Jamal",MNL,HFB,69.34940338134766,667200.0,False,False,True,True
27,"Brailey, Blayke",SHA,HOK,68.17389678955078,654400.0,False,False,True,True
27,"May, Terrell",WST,FRF,83.52477264404297,811300.0,False,False,True,True
27,"Carrigan, Patrick",BRO,2RF|FRF,63.623435974121094,636900.0,False,False,True,True
27,"Clark, Erin",NZL,2RF,71.59261322021484,671900.0,False,False,True,True
27,"Yeo, Isaah",PTH,2RF,64.09701538085938,610100.0,False,False,True,True
27,"Farnworth, Herbie",DOL,CTW,83.04454803466797,825600.0,False,False,True,True
27,"Pasikala, Motu",NZL,FLB|CTW,57.83212661743164,201400.0,False,False,True,True
27,"Hoeter, Delouise",BRO,CTW,50.82990900675456,235600.0,False,False,True,True
27,"Waitere, Manaia",MEL,CTW,48.92462921142578,235600.0,False,False,True,False
27,"Fineanganofo, John",DOL,5/8|HOK,47.21959686279297,201400.0,False,False,True,True
27,"Williams, Jack",PAR,2RF|FRF,61.86106491088867,610000.0,False,False,True,True
27,"Papalii, Isaiah",PTH,2RF|FRF,59.12418746948242,579900.0,False,False,True,False
27,"Fuller, Trai",DOL,FLB,77.93945668538412,559400.0,False,False,True,True
27,"Bassingthwaite, Rex",SYD,FLB,57.83212661743164,201400.0,False,False,True,False
27,"Faeamani, Siale",GCT,CTW,50.264190673828125,201400.0,False,False,True,True
27,"Taumoepeau, Jensen",GCT,CTW,50.264190673828125,201400.0,False,False,True,False
27,"Gabrael, Michael",SHA,CTW,50.264190673828125,201400.0,False,False,True,False
27,"Walsh, James",NQC,2RF|CTW,42.78969955444336,201400.0,False,False,True,False
27,"Glover, Jonah",STH,HFB|5/8,42.7056770324707,201400.0,False,False,True,True
27,"Siegwalt, Latrell",STH,HFB|FLB,42.7056770324707,201400.0,False,False,True,False
27,"Going, Kalani",PTH,2RF|HOK,41.152339935302734,201400.0,False,False,True,False
27,"Walsh, Reece",BRO,FLB,83.55004119873047,835600.0,False,False,True,True
27,"Couchman, Toby",STG,2RF|FRF,60.246707916259766,588300.0,False,False,True,True
27,"Young, Hudson",CBR,2RF,75.87303161621094,754000.0,False,False,True,True
27,"Fonua-Blake, Addin",SHA,FRF,65.89472961425781,638900.0,False,False,True,True
27,"Fogarty, Jamal",MNL,HFB,69.34940338134766,667200.0,False,False,True,True
