role,player_name,assigned_position,positions,team,price,avg_points,predicted_points
Starting,"Brailey, Blayke",HOK,HOK,SHA,660900.0,1.5587525367736816,77.6024169921875
Starting,"Ford, Jackson",FRF,FRF,NZL,714700.0,1.94533371925354,86.52721405029297
Starting,"Haas, Payne",FRF,FRF,BRO,761900.0,1.5157990455627441,76.41693115234375
Starting,"Finefeuiaki, Kulikefu",2RF,2RF,DOL,640400.0,1.816473364830017,83.26192474365234
Starting,"Lisati, Ativalu",2RF,2RF,MEL,269400.0,1.859426736831665,82.52692413330078
Starting,"Capewell, Kurt",2RF,2RF,NZL,440100.0,1.730566382408142,78.82524871826172
Starting,"Twidle, Apa",HFB,HFB,PAR,201400.0,2.0741941928863525,98.63390350341797
Starting,"Gamble, Tyson",5/8,5/8|HFB,NEW,281600.0,1.1292177438735962,68.08695220947266
Starting,"Jenkins, Thomas",CTW,CTW,PTH,893200.0,2.7614495754241943,105.12315368652344
Starting,"Mitchell, Latrell",CTW,CTW,STH,746900.0,2.4178218841552734,97.27642059326172
Starting,"Herbert, Patrick",CTW,CTW,WST,261000.0,2.1601011753082275,89.22825622558594
Starting,"Sasagi, Simi",CTW,2RF|CTW,CBR,666500.0,1.859426736831665,82.55493927001953
Starting,"Faalogo, Sua",FLB,FLB,MEL,730900.0,2.4178218841552734,94.35272979736328
Bench,"Grant, Harry",HOK,HOK,MEL,580500.0,1.1721712350845337,65.80667877197266
Bench,"Carrigan, Patrick",FRF,2RF|FRF,BRO,665300.0,1.3869385719299316,70.66130828857422
Bench,"Papalii, Isaiah",FRF,2RF|FRF,PTH,649800.0,1.2580782175064087,67.47560119628906
Bench,"Hau, Arama",2RF,2RF|FRF,GCT,568400.0,1.3439850807189941,70.4334945678711
Flex,"Duffy, Tom",FLEX,HFB,BRO,235600.0,2.203054428100586,91.5234375
Reserve,"Couchman, Ryan",2RF,2RF,STG,335100.0,1.1292177438735962,65.98673248291016
Reserve,"Hanson, Luke",HFB,HFB,NZL,201400.0,1.1721712350845337,65.04576873779297
Reserve,"Tu, Setu",CTW,CTW,STG,328400.0,0.7426365613937378,56.72966384887695
Reserve,"Nanva, Araz",FLB,CTW|FLB,PAR,201400.0,0.44196224212646484,49.766780853271484
Reserve,"Tavana, Faaletino",CTW,CTW|FLB,WST,201400.0,0.270148366689682,45.269046783447266
Reserve,"Talakai, Siosifa",CTW,2RF|CTW,SHA,310100.0,-0.503014087677002,26.712167739868164
Reserve,"Fineanganofo, John",5/8,5/8|HOK,DOL,201400.0,-1.7057112455368042,5.540380001068115
Reserve,"Foley, Reece",2RF,5/8|2RF,SYD,201400.0,-1.7057112455368042,4.947849750518799
